City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Year,Month,Day,Season
Ahmedabad,2017-10-07,67.45058,118.127106,17.57473,28.56066,32.309124,23.483477,2.248598,14.531978,34.491432,3.2808404,8.700972,3.0701277,166.46358,Moderate,2017,10,7,Autumn
Ahmedabad,2017-10-08,67.45058,118.127106,17.57473,28.56066,32.309124,23.483477,2.248598,14.531978,34.491432,3.2808404,8.700972,3.0701277,166.46358,Moderate,2017,10,8,Autumn
Ahmedabad,2017-10-09,67.45058,118.127106,17.57473,28.56066,32.309124,23.483477,2.248598,14.531978,34.491432,3.2808404,8.700972,3.0701277,166.46358,Moderate,2017,10,9,Autumn
Ahmedabad,2017-10-10,64.55,118.127106,17.57473,28.56066,45.75,23.483477,2.248598,14.531978,17.7,5.11,18.77,1.11,166.46358,Moderate,2017,10,10,Autumn
Ahmedabad,2017-10-11,61.72,118.127106,17.57473,28.56066,36.6,23.483477,2.248598,14.531978,9.73,4.67,15.99,0.64,105.0,Moderate,2017,10,11,Autumn
Ahmedabad,2017-10-12,67.45058,118.127106,17.57473,28.56066,32.309124,23.483477,2.248598,14.531978,34.491432,3.2808404,8.700972,3.0701277,166.46358,Moderate,2017,10,12,Autumn
Ahmedabad,2017-10-13,67.45058,118.127106,17.57473,28.56066,32.309124,23.483477,2.248598,14.531978,34.491432,3.2808404,8.700972,3.0701277,166.46358,Moderate,2017,10,13,Autumn
Ahmedabad,2017-10-14,67.45058,118.127106,17.57473,28.56066,32.309124,23.483477,2.248598,14.531978,34.491432,3.2808404,8.700972,3.0701277,166.46358,Moderate,2017,10,14,Autumn
Ahmedabad,2017-10-15,67.45058,118.127106,17.57473,28.56066,32.309124,23.483477,2.248598,14.531978,34.491432,3.2808404,8.700972,3.0701277,166.46358,Moderate,2017,10,15,Autumn
Ahmedabad,2017-10-16,67.45058,118.127106,17.57473,28.56066,32.309124,23.483477,2.248598,14.531978,34.491432,3.2808404,8.700972,3.0701277,166.46358,Moderate,2017,10,16,Autumn
Ahmedabad,2017-10-17,67.45058,118.127106,17.57473,28.56066,32.309124,23.483477,2.248598,14.531978,34.491432,3.2808404,8.700972,3.0701277,166.46358,Moderate,2017,10,17,Autumn
Ahmedabad,2017-10-18,76.32,118.127106,17.57473,28.56066,75.0,23.483477,2.248598,14.531978,34.491432,10.89,34.37,2.43,166.46358,Moderate,2017,10,18,Autumn
Ahmedabad,2017-10-19,67.45058,118.127106,17.57473,28.56066,32.309124,23.483477,2.248598,14.531978,34.491432,3.2808404,8.700972,3.0701277,166.46358,Moderate,2017,10,19,Autumn
Ahmedabad,2017-10-20,109.16,118.127106,17.57473,28.56066,76.3,23.483477,2.248598,14.531978,40.28,7.6,22.13,1.42,166.46358,Moderate,2017,10,20,Autumn
Ahmedabad,2017-10-22,59.26,118.127106,17.57473,28.56066,28.25,23.483477,2.248598,14.531978,26.22,5.08,10.27,1.19,146.0,Moderate,2017,10,22,Autumn
Ahmedabad,2017-10-23,51.72,118.127106,17.57473,28.56066,34.62,23.483477,2.248598,14.531978,24.71,5.35,10.47,0.92,80.0,Satisfactory,2017,10,23,Autumn
Ahmedabad,2017-10-24,67.4,118.127106,17.57473,28.56066,37.53,23.483477,2.248598,14.531978,19.89,7.54,15.47,1.19,102.0,Moderate,2017,10,24,Autumn
Ahmedabad,2017-10-30,67.45058,118.127106,17.57473,28.56066,32.309124,23.483477,2.248598,14.531978,34.491432,3.2808404,8.700972,3.0701277,166.46358,Moderate,2017,10,30,Autumn
Ahmedabad,2017-10-31,77.12,118.127106,3.96,25.16,15.09,23.483477,3.96,28.73,56.01,2.56,8.52,1.16,166.46358,Moderate,2017,10,31,Autumn
Ahmedabad,2017-11-01,67.45058,118.127106,17.57473,28.56066,0.0,23.483477,2.248598,14.531978,34.491432,0.0,0.0,0.0,166.46358,Moderate,2017,11,1,Autumn
Ahmedabad,2017-11-02,67.45058,118.127106,17.57473,28.56066,0.0,23.483477,2.248598,14.531978,34.491432,0.0,0.0,0.0,166.46358,Moderate,2017,11,2,Autumn
Ahmedabad,2017-11-16,85.32,118.127106,5.06,31.48,15.88,23.483477,5.06,124.92,28.71,14.55,0.55,6.98,195.0,Moderate,2017,11,16,Autumn
Ahmedabad,2017-11-17,143.07,118.127106,5.85,73.39,40.17,23.483477,5.85,132.05,42.6,15.08,0.51,4.07,291.0,Poor,2017,11,17,Autumn
Ahmedabad,2017-12-03,58.62,118.127106,5.49,61.64,34.16,23.483477,5.49,88.67,86.71,8.51,31.34,3.59,205.0,Poor,2017,12,3,Winter
Ahmedabad,2017-12-04,68.53,118.127106,5.78,61.38,34.25,23.483477,5.78,85.69,88.35,9.43,38.61,4.86,164.0,Moderate,2017,12,4,Winter
Ahmedabad,2017-12-05,81.38,118.127106,5.9,55.07,31.27,23.483477,5.9,58.91,39.29,11.0,41.5,16.69,187.0,Moderate,2017,12,5,Winter
Ahmedabad,2017-12-06,56.54,118.127106,5.46,32.13,19.75,23.483477,5.46,31.81,66.39,8.81,27.96,3.73,149.0,Moderate,2017,12,6,Winter
Ahmedabad,2017-12-07,74.08,118.127106,7.19,57.73,33.53,23.483477,7.19,45.02,40.27,15.38,53.13,9.9,215.0,Poor,2017,12,7,Winter
Ahmedabad,2017-12-08,62.76,118.127106,5.58,62.02,34.05,23.483477,5.58,74.08,83.18,14.84,67.56,10.1,284.0,Poor,2017,12,8,Winter
Ahmedabad,2017-12-09,86.09,118.127106,5.9,72.14,39.59,23.483477,5.9,114.3,59.39,16.74,75.26,9.42,167.0,Moderate,2017,12,9,Winter
Ahmedabad,2017-12-12,52.15,118.127106,15.98,65.44,43.85,23.483477,15.98,86.58,58.81,1.82,12.48,28.35,295.0,Poor,2017,12,12,Winter
Ahmedabad,2017-12-15,86.9,118.127106,7.54,76.2,42.8,23.483477,7.54,105.41,72.02,8.28,27.53,8.36,250.0,Poor,2017,12,15,Winter
Ahmedabad,2017-12-16,77.34,118.127106,6.33,61.41,34.68,23.483477,6.33,102.44,75.64,12.03,37.64,3.29,232.0,Poor,2017,12,16,Winter
Ahmedabad,2017-12-17,65.93,118.127106,5.7,45.55,26.48,23.483477,5.7,99.74,105.69,9.37,36.74,3.21,174.0,Moderate,2017,12,17,Winter
Ahmedabad,2017-12-18,66.58,118.127106,7.16,62.16,35.66,23.483477,7.16,98.89,66.87,11.34,52.45,9.93,198.0,Moderate,2017,12,18,Winter
Ahmedabad,2017-12-21,72.04,118.127106,7.78,73.92,41.87,23.483477,7.78,114.05,73.53,15.03,58.24,7.72,246.0,Poor,2017,12,21,Winter
Ahmedabad,2017-12-22,67.44,118.127106,5.95,62.74,35.05,23.483477,5.95,99.05,93.19,12.12,47.21,5.22,216.0,Poor,2017,12,22,Winter
Ahmedabad,2018-01-01,84.46,118.127106,7.58,87.62,48.4,23.483477,7.58,102.36,69.02,14.48,45.6,6.33,278.0,Poor,2018,1,1,Winter
Ahmedabad,2018-01-02,76.51,118.127106,9.26,76.69,44.32,23.483477,9.26,103.46,93.51,14.29,61.83,7.48,256.0,Poor,2018,1,2,Winter
Ahmedabad,2018-01-03,63.88,118.127106,13.87,69.32,44.16,23.483477,13.87,70.3,105.33,12.77,60.99,9.5,300.0,Poor,2018,1,3,Winter
Ahmedabad,2018-01-09,66.89,118.127106,5.86,92.57,49.53,23.483477,5.86,89.53,68.56,9.0,37.96,4.21,216.0,Poor,2018,1,9,Winter
Ahmedabad,2018-01-20,88.69,118.127106,52.45,164.88,122.7,23.483477,52.45,100.85,60.49,26.98,118.22,24.42,166.46358,Moderate,2018,1,20,Winter
Ahmedabad,2018-02-14,65.35,118.127106,6.17,104.31,53.74,23.483477,6.17,59.29,64.67,0.74,5.81,3.21,172.0,Moderate,2018,2,14,Winter
Ahmedabad,2018-02-24,67.45058,118.127106,17.57473,28.56066,32.309124,23.483477,2.248598,14.531978,34.491432,3.2808404,8.700972,3.0701277,166.46358,Moderate,2018,2,24,Winter
Ahmedabad,2018-02-25,38.82,118.127106,27.81,125.35,81.9,23.483477,27.81,91.52,46.78,7.73,72.55,16.33,166.46358,Moderate,2018,2,25,Winter
Ahmedabad,2018-03-01,54.45,118.127106,8.51,116.22,63.04,23.483477,8.51,167.13,9.36,11.97,70.75,17.01,291.0,Poor,2018,3,1,Spring
Ahmedabad,2018-03-02,53.5,118.127106,4.52,105.31,54.74,23.483477,4.52,171.32,34.491432,11.62,69.29,16.62,132.0,Moderate,2018,3,2,Spring
Ahmedabad,2018-03-03,41.64,118.127106,13.79,104.44,61.23,23.483477,13.79,109.4,63.12,12.47,69.84,13.17,212.0,Poor,2018,3,3,Spring
Ahmedabad,2018-03-19,98.49,118.127106,17.14,87.62,55.53,23.483477,17.14,56.14,34.491432,7.12,31.65,5.03,301.0,Very Poor,2018,3,19,Spring
Ahmedabad,2018-04-04,62.83,118.127106,21.11,68.69,49.24,23.483477,21.11,67.09,71.3,9.24,29.75,5.67,265.0,Poor,2018,4,4,Spring
Ahmedabad,2018-04-07,90.13,118.127106,15.24,81.38,51.07,23.483477,15.24,73.62,73.07,8.88,32.62,5.49,304.0,Very Poor,2018,4,7,Spring
Ahmedabad,2018-04-20,71.3,118.127106,7.93,35.8,23.38,23.483477,7.93,63.28,34.83,0.74,6.61,3.21,274.0,Poor,2018,4,20,Spring
Ahmedabad,2018-04-21,37.9,118.127106,4.96,31.24,18.93,23.483477,4.96,16.31,34.76,0.74,15.2,3.21,210.0,Poor,2018,4,21,Spring
Ahmedabad,2018-04-29,39.97,118.127106,7.15,32.39,19.83,23.483477,7.15,30.7,36.08,2.62,15.35,3.21,219.0,Poor,2018,4,29,Spring
Ahmedabad,2018-05-02,46.17,118.127106,10.7,30.48,22.85,23.483477,10.7,51.35,27.9,6.65,28.04,0.65,286.0,Poor,2018,5,2,Spring
Ahmedabad,2018-05-04,41.81,118.127106,8.66,27.69,19.91,23.483477,8.66,36.92,34.491432,5.04,23.67,0.65,249.0,Poor,2018,5,4,Spring
Ahmedabad,2018-05-07,41.04,118.127106,7.56,28.36,19.48,23.483477,7.56,54.07,34.491432,5.02,20.38,0.65,228.0,Poor,2018,5,7,Spring
Ahmedabad,2018-05-08,49.71,118.127106,9.59,28.6,21.11,23.483477,9.59,53.54,34.54,7.95,26.87,0.65,266.0,Poor,2018,5,8,Spring
Ahmedabad,2018-05-09,44.75,118.127106,10.25,28.9,21.64,23.483477,10.25,65.8,28.02,7.63,26.17,1.04,257.0,Poor,2018,5,9,Spring
Ahmedabad,2018-05-12,44.79,118.127106,7.28,32.12,21.1,23.483477,7.28,74.84,37.9,6.22,30.82,0.65,222.0,Poor,2018,5,12,Spring
Ahmedabad,2018-05-14,49.07,118.127106,8.51,30.74,21.34,23.483477,8.51,88.3,27.48,6.89,31.88,0.65,272.0,Poor,2018,5,14,Spring
Ahmedabad,2018-05-15,46.06,118.127106,7.07,27.6,18.74,23.483477,7.07,59.55,32.54,5.54,27.16,0.65,232.0,Poor,2018,5,15,Spring
Ahmedabad,2018-05-16,52.82,118.127106,9.88,28.48,21.26,23.483477,9.88,73.73,27.07,6.94,29.35,0.96,247.0,Poor,2018,5,16,Spring
Ahmedabad,2018-05-17,53.39,118.127106,6.91,30.28,19.9,23.483477,6.91,56.45,31.93,6.21,32.04,0.82,254.0,Poor,2018,5,17,Spring
Ahmedabad,2018-05-18,59.44,118.127106,6.67,31.77,20.48,23.483477,6.67,86.73,38.54,5.65,31.0,0.65,236.0,Poor,2018,5,18,Spring
Ahmedabad,2018-05-19,71.01,118.127106,7.69,38.17,24.36,23.483477,7.69,106.62,24.78,9.05,35.54,0.93,273.0,Poor,2018,5,19,Spring
Ahmedabad,2018-05-20,59.98,118.127106,8.89,31.95,22.22,23.483477,8.89,97.46,34.491432,7.68,31.62,0.87,273.0,Poor,2018,5,20,Spring
Ahmedabad,2018-05-21,50.7,118.127106,8.58,33.44,22.69,23.483477,8.58,27.74,59.94,6.92,32.76,0.65,256.0,Poor,2018,5,21,Spring
Ahmedabad,2018-05-22,69.87,118.127106,6.96,34.82,22.14,23.483477,6.96,16.35,40.76,8.23,32.22,0.65,217.0,Poor,2018,5,22,Spring
Ahmedabad,2018-05-23,61.53,118.127106,10.41,42.53,28.52,23.483477,10.41,17.94,48.3,9.75,38.71,1.37,291.0,Poor,2018,5,23,Spring
Ahmedabad,2018-05-30,43.53,118.127106,17.41,58.56,25.49,23.483477,17.41,56.99,20.24,4.3,28.74,1.97,166.46358,Moderate,2018,5,30,Spring
Ahmedabad,2018-05-31,16.63,118.127106,14.05,73.8,42.09,23.483477,14.05,62.47,19.51,4.46,28.21,0.88,166.46358,Moderate,2018,5,31,Spring
Ahmedabad,2018-06-04,50.27,118.127106,9.53,46.15,29.62,23.483477,9.53,43.76,34.491432,4.93,23.3,0.65,280.0,Poor,2018,6,4,Summer
Ahmedabad,2018-06-05,51.54,118.127106,13.48,51.04,34.95,23.483477,13.48,37.58,6.9,5.61,31.16,0.65,297.0,Poor,2018,6,5,Summer
Ahmedabad,2018-06-07,53.59,118.127106,10.18,45.53,29.81,23.483477,10.18,59.53,17.93,4.73,22.97,0.65,247.0,Poor,2018,6,7,Summer
Ahmedabad,2018-09-03,67.45058,118.127106,17.57473,28.56066,32.309124,23.483477,2.248598,14.531978,34.491432,3.2808404,8.700972,3.0701277,166.46358,Moderate,2018,9,3,Autumn
Ahmedabad,2018-09-04,114.85,118.127106,33.16,85.74,66.57,23.483477,33.16,28.74,17.57,3.94,16.02,0.65,166.46358,Moderate,2018,9,4,Autumn
Ahmedabad,2018-09-05,20.8,118.127106,26.8,70.32,54.3,23.483477,26.8,53.18,22.44,3.94,16.02,0.65,166.46358,Moderate,2018,9,5,Autumn
Ahmedabad,2018-10-05,73.89,118.127106,4.5,53.74,28.34,23.483477,4.5,46.31,59.52,3.65,12.86,4.34,214.0,Poor,2018,10,5,Autumn
Ahmedabad,2018-10-27,72.93,118.127106,90.96,78.54,73.82,23.483477,90.96,39.24,69.95,3.87,21.26,7.16,161.0,Moderate,2018,10,27,Autumn
Ahmedabad,2018-11-28,68.3,118.127106,8.69,73.99,22.45,23.483477,8.69,50.93,72.2,3.99,32.22,6.84,228.0,Poor,2018,11,28,Autumn
Ahmedabad,2018-12-14,56.71,118.127106,7.45,60.4,18.52,23.483477,7.45,42.48,61.74,4.07,32.3,6.9,275.0,Poor,2018,12,14,Winter
Ahmedabad,2018-12-15,59.4,118.127106,7.23,47.87,15.42,23.483477,7.23,21.53,71.46,4.07,32.33,6.97,191.0,Moderate,2018,12,15,Winter
Ahmedabad,2018-12-16,54.75,118.127106,6.99,43.7,14.29,23.483477,6.99,19.99,76.37,4.06,32.31,6.94,172.0,Moderate,2018,12,16,Winter
Ahmedabad,2018-12-17,62.18,118.127106,7.67,55.29,17.43,23.483477,7.67,29.22,73.67,4.06,32.31,6.93,198.0,Moderate,2018,12,17,Winter
Ahmedabad,2019-01-07,74.62,118.127106,8.16,73.22,21.96,23.483477,8.16,48.21,74.83,4.12,32.35,6.99,236.0,Poor,2019,1,7,Winter
Ahmedabad,2019-01-15,66.97,118.127106,6.96,37.35,12.77,23.483477,6.96,28.48,89.73,4.11,32.42,7.03,172.0,Moderate,2019,1,15,Winter
Ahmedabad,2019-01-16,161.09,118.127106,101.89,116.48,108.56,23.483477,101.89,64.92,84.85,4.06,32.36,6.94,116.0,Moderate,2019,1,16,Winter
Ahmedabad,2019-01-25,52.92,118.127106,11.03,63.81,21.32,23.483477,11.03,63.17,43.54,4.07,32.32,6.95,302.0,Very Poor,2019,1,25,Winter
Ahmedabad,2019-01-26,47.26,118.127106,16.22,64.71,24.43,23.483477,16.22,63.03,20.0,4.04,32.31,6.95,260.0,Poor,2019,1,26,Winter
Ahmedabad,2019-02-06,50.15,118.127106,9.02,67.96,21.2,23.483477,9.02,57.09,47.5,4.08,32.29,6.94,254.0,Poor,2019,2,6,Winter
Ahmedabad,2019-02-08,105.03,118.127106,10.13,56.09,18.99,23.483477,10.13,41.4,43.09,4.07,32.3,6.97,290.0,Poor,2019,2,8,Winter
Ahmedabad,2019-02-23,34.1,118.127106,12.42,67.07,22.88,23.483477,12.42,42.34,59.67,4.09,32.42,6.97,253.0,Poor,2019,2,23,Winter
Ahmedabad,2019-02-27,51.5,118.127106,12.26,52.88,19.41,23.483477,12.26,29.79,38.45,4.17,32.4,7.09,296.0,Poor,2019,2,27,Winter
Ahmedabad,2019-03-04,48.84,118.127106,9.85,42.96,15.71,23.483477,9.85,26.4,51.34,4.1,32.38,7.04,276.0,Poor,2019,3,4,Spring
Ahmedabad,2019-03-05,39.23,118.127106,12.69,67.29,23.08,23.483477,12.69,33.79,59.73,4.07,32.33,7.03,286.0,Poor,2019,3,5,Spring
Ahmedabad,2019-03-10,44.12,118.127106,10.66,79.99,24.97,23.483477,10.66,60.68,61.08,4.17,32.44,7.06,280.0,Poor,2019,3,10,Spring
Ahmedabad,2019-03-14,52.24,118.127106,10.75,61.88,20.71,23.483477,10.75,24.81,56.16,4.1,32.37,6.95,262.0,Poor,2019,3,14,Spring
Ahmedabad,2019-04-18,93.12,118.127106,8.88,72.4,41.94,23.483477,8.88,36.52,74.03,4.19,32.49,7.11,274.0,Poor,2019,4,18,Spring
Ahmedabad,2019-04-25,67.45058,118.127106,17.57473,28.56066,32.309124,23.483477,2.248598,14.531978,34.491432,3.2808404,8.700972,3.0701277,166.46358,Moderate,2019,4,25,Spring
Ahmedabad,2019-04-26,67.45058,118.127106,17.57473,28.56066,32.309124,23.483477,2.248598,14.531978,34.491432,3.2808404,8.700972,3.0701277,166.46358,Moderate,2019,4,26,Spring
Ahmedabad,2019-04-27,84.95,118.127106,38.54,63.41,79.01,23.483477,38.54,54.58,69.89,4.19,32.44,7.12,166.46358,Moderate,2019,4,27,Spring
Ahmedabad,2019-04-30,132.76,118.127106,9.13,65.49,38.76,23.483477,9.13,55.8,78.36,4.16,32.36,7.03,255.0,Poor,2019,4,30,Spring
Ahmedabad,2019-05-09,43.83,118.127106,11.8,43.77,17.0,23.483477,11.8,46.28,3.13,4.09,32.35,6.94,291.0,Poor,2019,5,9,Spring
Ahmedabad,2019-05-10,15.52,118.127106,17.57473,28.56066,0.0,23.483477,2.248598,1.31,34.491432,3.78,28.55,6.81,166.46358,Moderate,2019,5,10,Spring
Ahmedabad,2019-05-11,67.45058,118.127106,17.57473,28.56066,0.0,23.483477,2.248598,14.531978,34.491432,0.0,0.0,0.0,166.46358,Moderate,2019,5,11,Spring
Ahmedabad,2019-05-12,67.45058,118.127106,17.57473,28.56066,0.0,23.483477,2.248598,14.531978,34.491432,0.0,0.0,0.0,166.46358,Moderate,2019,5,12,Spring
Ahmedabad,2019-05-13,67.45058,118.127106,17.57473,28.56066,0.0,23.483477,2.248598,14.531978,34.491432,0.0,0.0,0.0,166.46358,Moderate,2019,5,13,Spring
Ahmedabad,2019-05-14,46.04,141.54,17.26,130.23,49.54,23.483477,17.26,107.28,48.32,8.89,52.6,8.78,166.46358,Moderate,2019,5,14,Spring
Ahmedabad,2019-05-15,37.55,122.41,15.08,85.12,58.72,23.483477,15.08,163.01,48.23,16.44,85.54,14.19,281.0,Poor,2019,5,15,Spring
Ahmedabad,2019-05-22,27.93,103.3,11.44,76.75,50.49,23.483477,11.44,86.48,54.34,15.6,84.17,13.6,270.0,Poor,2019,5,22,Spring
Ahmedabad,2019-06-06,35.06,127.56,12.63,68.94,48.03,23.483477,12.63,101.14,75.71,26.24,85.15,94.48,303.0,Very Poor,2019,6,6,Summer
Ahmedabad,2019-06-22,63.09,152.67,12.65,163.54,110.17,23.483477,12.65,26.31,113.94,6.3,80.04,1.48,184.0,Moderate,2019,6,22,Summer
Ahmedabad,2019-07-31,28.8,118.127106,32.52,50.61,61.74,23.483477,32.52,53.38,34.57,2.88,24.5,3.39,166.46358,Moderate,2019,7,31,Summer
Ahmedabad,2019-09-11,59.4,196.25,45.92,46.05,74.61,23.483477,45.92,81.09,33.47,2.17,32.76,0.55,166.46358,Moderate,2019,9,11,Autumn
Ahmedabad,2019-09-12,67.45058,118.127106,49.78,39.61,79.26,23.483477,49.78,52.59,22.98,2.14,32.05,0.52,166.46358,Moderate,2019,9,12,Autumn
Ahmedabad,2019-09-13,64.45,118.127106,51.32,58.92,82.4,23.483477,51.32,66.72,9.64,2.14,32.05,0.52,166.46358,Moderate,2019,9,13,Autumn
Ahmedabad,2019-10-01,33.66,56.01,11.85,92.52,58.64,23.483477,11.85,137.97,72.52,1.15,23.37,2.04,266.0,Poor,2019,10,1,Autumn
Ahmedabad,2019-10-14,98.5,231.88,45.18,221.25,160.39,23.483477,45.18,172.85,69.56,1.15,23.37,2.04,166.46358,Moderate,2019,10,14,Autumn
Ahmedabad,2019-10-20,89.05,129.36,5.69,159.1,83.99,23.483477,5.69,105.73,76.58,1.15,23.37,2.04,228.0,Poor,2019,10,20,Autumn
Ahmedabad,2019-10-21,81.62,118.57,1.7,121.02,60.92,23.483477,1.7,117.2,114.49,1.15,23.37,2.04,225.0,Poor,2019,10,21,Autumn
Ahmedabad,2019-10-22,84.9,128.62,3.67,108.85,57.21,23.483477,3.67,113.16,133.14,1.15,23.37,2.04,258.0,Poor,2019,10,22,Autumn
Ahmedabad,2019-10-23,46.84,83.85,6.05,114.63,62.81,23.483477,6.05,118.83,91.42,1.15,23.37,2.04,249.0,Poor,2019,10,23,Autumn
Ahmedabad,2019-10-24,53.59,106.77,4.79,152.09,79.64,23.483477,4.79,119.97,116.38,1.15,23.37,2.04,270.0,Poor,2019,10,24,Autumn
Ahmedabad,2019-10-26,62.7,108.91,1.41,86.91,43.97,23.483477,1.41,88.46,162.43,1.15,23.37,2.04,273.0,Poor,2019,10,26,Autumn
Ahmedabad,2019-10-27,57.54,81.3,7.32,72.14,43.54,23.483477,7.32,120.11,103.24,1.15,23.37,2.04,199.0,Moderate,2019,10,27,Autumn
Ahmedabad,2019-10-28,75.12,158.06,7.95,68.64,42.55,23.483477,7.95,106.2,55.96,1.15,23.37,2.04,212.0,Poor,2019,10,28,Autumn
Ahmedabad,2019-10-29,37.74,93.24,7.42,62.2,38.81,23.483477,7.42,110.11,51.34,1.15,23.37,2.04,200.0,Moderate,2019,10,29,Autumn
Ahmedabad,2019-10-30,20.1,52.97,16.72,74.41,55.36,23.483477,16.72,134.66,50.0,1.15,23.37,2.04,305.0,Very Poor,2019,10,30,Autumn
Ahmedabad,2019-11-02,42.27,111.98,10.87,87.8,55.23,23.483477,10.87,129.66,39.52,1.15,23.37,2.04,275.0,Poor,2019,11,2,Autumn
Ahmedabad,2019-11-10,68.07,133.46,9.16,155.92,86.5,23.483477,9.16,168.45,51.38,2.14,27.52,1.91,282.0,Poor,2019,11,10,Autumn
Ahmedabad,2019-11-11,84.08,170.94,17.69,208.92,122.08,23.483477,17.69,14.531978,49.3,2.14,27.52,1.91,289.0,Poor,2019,11,11,Autumn
Ahmedabad,2019-11-28,38.15,89.99,7.78,140.56,77.43,23.483477,7.78,166.39,40.11,1.46,23.05,1.8,236.0,Poor,2019,11,28,Autumn
Ahmedabad,2019-11-29,48.47,87.26,5.55,103.61,56.87,23.483477,5.55,186.08,44.3,3.84,46.94,1.65,212.0,Poor,2019,11,29,Autumn
Ahmedabad,2019-11-30,46.95,86.39,8.07,86.67,51.48,23.483477,8.07,147.78,41.06,3.5,43.31,1.72,199.0,Moderate,2019,11,30,Autumn
Ahmedabad,2019-12-01,43.06,79.08,5.26,81.68,45.84,23.483477,5.26,137.18,42.68,2.75,35.25,1.87,248.0,Poor,2019,12,1,Winter
Ahmedabad,2019-12-02,46.74,76.39,4.02,60.49,34.1,23.483477,4.02,112.45,48.16,2.75,35.25,1.87,192.0,Moderate,2019,12,2,Winter
Ahmedabad,2019-12-03,41.61,83.5,3.87,54.14,30.83,23.483477,3.87,123.27,57.81,2.75,35.25,1.87,134.0,Moderate,2019,12,3,Winter
Ahmedabad,2019-12-04,77.66,99.48,4.32,62.09,35.21,23.483477,4.32,93.11,51.79,2.75,35.25,1.87,140.0,Moderate,2019,12,4,Winter
Ahmedabad,2019-12-05,65.48,121.86,7.8,82.62,48.13,23.483477,7.8,66.09,42.3,2.75,35.25,1.87,197.0,Moderate,2019,12,5,Winter
Ahmedabad,2019-12-07,93.24,157.33,9.08,83.89,51.27,23.483477,9.08,36.22,53.07,3.2808404,8.700972,3.0701277,276.0,Poor,2019,12,7,Winter
Ahmedabad,2019-12-08,92.26,135.81,12.09,76.33,51.02,23.483477,12.09,31.8,53.65,3.2808404,8.700972,3.0701277,293.0,Poor,2019,12,8,Winter
Ahmedabad,2019-12-13,52.59,92.57,6.92,11.32,10.69,23.483477,6.92,25.09,23.94,3.2808404,8.700972,3.0701277,242.0,Poor,2019,12,13,Winter
Ahmedabad,2019-12-14,63.33,99.3,4.66,14.79,10.69,23.483477,4.66,29.4,24.07,3.2808404,8.700972,3.0701277,157.0,Moderate,2019,12,14,Winter
Ahmedabad,2019-12-15,48.58,93.92,2.56,12.0,7.76,23.483477,2.56,20.56,27.73,3.2808404,8.700972,3.0701277,177.0,Moderate,2019,12,15,Winter
Ahmedabad,2019-12-16,45.47,89.73,5.2,20.62,13.94,23.483477,5.2,18.8,30.45,3.2808404,8.700972,3.0701277,145.0,Moderate,2019,12,16,Winter
Ahmedabad,2019-12-17,54.42,102.4,5.67,25.45,16.65,23.483477,5.67,26.19,29.22,3.2808404,8.700972,3.0701277,237.0,Poor,2019,12,17,Winter
Ahmedabad,2019-12-18,72.45,116.1,8.84,25.88,19.22,23.483477,8.84,29.77,24.83,3.2808404,8.700972,3.0701277,231.0,Poor,2019,12,18,Winter
Ahmedabad,2019-12-21,64.25,121.71,10.97,34.29,24.92,23.483477,10.97,73.34,12.43,3.2808404,8.700972,3.0701277,206.0,Poor,2019,12,21,Winter
Ahmedabad,2019-12-22,60.17,104.08,3.75,18.36,11.75,23.483477,3.75,39.26,8.94,3.2808404,8.700972,3.0701277,170.0,Moderate,2019,12,22,Winter
Ahmedabad,2019-12-23,57.99,97.02,2.2,17.47,10.16,23.483477,2.2,52.32,6.35,3.2808404,8.700972,3.0701277,113.0,Moderate,2019,12,23,Winter
Ahmedabad,2019-12-24,49.63,95.51,1.89,19.99,11.16,23.483477,1.89,79.47,4.87,3.2808404,8.700972,3.0701277,113.0,Moderate,2019,12,24,Winter
Ahmedabad,2019-12-25,53.0,98.1,4.07,20.11,12.85,23.483477,4.07,69.13,5.4,3.2808404,8.700972,3.0701277,166.0,Moderate,2019,12,25,Winter
Ahmedabad,2019-12-26,52.77,95.25,6.64,31.26,20.2,23.483477,6.64,50.74,10.61,3.2808404,8.700972,3.0701277,216.0,Poor,2019,12,26,Winter
Ahmedabad,2019-12-28,43.95,85.68,11.4,45.51,30.71,23.483477,11.4,73.27,19.15,3.2808404,8.700972,3.0701277,288.0,Poor,2019,12,28,Winter
Ahmedabad,2020-01-01,79.57,131.62,3.78,12.64,8.99,23.483477,3.78,27.7,23.67,4.21,31.42,2.52,216.0,Poor,2020,1,1,Winter
Ahmedabad,2020-01-02,72.59,128.86,3.63,14.38,9.73,23.483477,3.63,23.96,23.67,3.71,31.14,2.52,162.0,Moderate,2020,1,2,Winter
Ahmedabad,2020-01-03,69.54,128.99,7.06,15.13,12.65,23.483477,7.06,35.78,23.66,4.78,31.14,2.52,220.0,Poor,2020,1,3,Winter
Ahmedabad,2020-01-04,66.2,138.47,8.97,20.79,16.84,23.483477,8.97,38.98,23.65,4.12,31.14,2.52,254.0,Poor,2020,1,4,Winter
Ahmedabad,2020-01-05,55.99,110.41,5.41,15.34,11.53,23.483477,5.41,45.83,23.61,3.3,31.14,2.52,255.0,Poor,2020,1,5,Winter
